Title: Observational Constraints on the Initial Conditions of High-Mass Star Formation
Author: Morii K.
Table: 3.4 Core Properties Obtained from Astrodendro
================================================================================
Byte-by-byte Description of file: datafile3.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label      Explanations
--------------------------------------------------------------------------------
   1-  3 I3     ---      id         Sequential identifier
   5- 19 A15    ---      ClumpName  Clump ATLASGAL catalog name (1)
  21- 26 A6     ---      CoreName   Core name (Unique within Clump)
  28- 29 I2     h        RAh        Hour of Right Ascension (ICRS) 
  31- 32 I2     min      RAm        Minute of Right Ascension (ICRS) 
  34- 38 F5.2   s        RAs        Second of Right Ascension (ICRS) 
  40- 40 A1     ---      DE-        Sign of the Declination (ICRS)
  41- 42 I2     deg      DEd        Degree of Declination (ICRS) 
  44- 45 I2     arcmin   DEm        Arcminute of Declination (ICRS) 
  47- 51 F5.2   arcsec   DEs        Arcsecond of Declination (ICRS) 
  53- 56 F4.2   arcsec   maj        Major axis of cores (FWHM)
  58- 61 F4.2   arcsec   min        Minor axis of cores (FWHM)
  63- 67 F5.2   mJy/beam Fpeak      Peak intensity
  69- 73 F5.2   mJy      Fint       Flux Density
--------------------------------------------------------------------------------
Note (1): By replacing G for AGAL, the source name Column (1) matches
    with the ATLASGAL simple names, Schuller et al. (2009)
    [2009A&A...504..415S]; Urquhart et al. (2014, 2018)
    [2014MNRAS.443.1555U, 2018MNRAS.473.1059U].
--------------------------------------------------------------------------------
446 G305.794-00.096 ALMA19 13 16 30.71 -62 49 53.18 3.07 2.38  0.97  6.06 
447 G305.794-00.096 ALMA20 13 16 33.42 -62 49 35.18 0.77 0.59  0.96  0.68 
448 G305.794-00.096 ALMA21 13 16 35.09 -62 49 36.78 0.90 0.64  0.92  0.64 
449 G305.794-00.096 ALMA22 13 16 32.52 -62 49 39.38 1.03 0.62  0.90  0.72 
450 G305.794-00.096 ALMA23 13 16 32.99 -62 49 53.38 0.98 0.86  0.87  1.00 
451 G305.794-00.096 ALMA24 13 16 32.67 -62 49 44.38 1.75 0.87  0.78  1.43 
452 G305.794-00.096 ALMA25 13 16 35.91 -62 49 47.98 3.06 1.50  0.78  3.19 
453 G305.794-00.096 ALMA26 13 16 34.59 -62 49 37.38 0.87 0.73  0.77  0.67 
454 G305.794-00.096 ALMA27 13 16 35.47 -62 49 39.38 3.74 1.62  0.76  4.25 
455 G305.794-00.096 ALMA28 13 16 34.39 -62 49 49.18 0.70 0.46  0.76  0.37 
456 G305.794-00.096 ALMA29 13 16 32.37 -62 49 36.78 1.49 0.87  0.76  1.35 
457 G305.794-00.096 ALMA30 13 16 32.87 -62 49 50.98 1.47 0.95  0.75  1.24 
458 G305.794-00.096 ALMA31 13 16 31.56 -62 49 54.38 1.75 0.79  0.65  1.22 
459 G305.794-00.096 ALMA32 13 16 31.73 -62 49 46.18 1.07 0.92  0.60  0.84 
460 G305.794-00.096 ALMA33 13 16 35.50 -62 49 49.58 1.84 0.64  0.60  0.71 
461 G305.794-00.096 ALMA34 13 16 34.24 -62 49 35.38 0.81 0.69  0.57  0.40 
462 G327.116-00.294 ALMA1  15 50 55.89 -54 30 31.98 3.56 1.79  5.60 19.23 
463 G327.116-00.294 ALMA2  15 50 55.27 -54 30 31.58 1.74 1.35  3.76  7.15 
464 G327.116-00.294 ALMA3  15 50 59.18 -54 30 19.18 2.24 1.42  2.89  4.77 
465 G327.116-00.294 ALMA4  15 50 57.85 -54 30 31.98 2.03 1.40  1.59  2.75 
466 G327.116-00.294 ALMA5  15 51 01.43 -54 30 45.18 2.83 2.06  1.01  3.75 
467 G327.116-00.294 ALMA6  15 50 59.13 -54 30 32.78 0.82 0.59  0.96  0.57 
468 G327.116-00.294 ALMA7  15 50 59.31 -54 30 33.18 0.78 0.57  0.94  0.53 
469 G327.116-00.294 ALMA8  15 50 59.34 -54 30 11.38 1.38 0.77  0.91  1.07 
470 G327.116-00.294 ALMA9  15 50 56.81 -54 30 35.58 2.85 1.00  0.90  1.95 
471 G327.116-00.294 ALMA10 15 50 59.98 -54 30 35.98 2.47 1.72  0.80  3.24 
472 G327.116-00.294 ALMA11 15 50 58.10 -54 30 24.18 3.59 1.52  0.81  3.68 
473 G327.116-00.294 ALMA12 15 50 57.06 -54 30 39.78 1.63 1.00  0.78  1.21 
474 G327.116-00.294 ALMA13 15 51 01.29 -54 30 36.78 4.19 1.97  0.81  2.93 
475 G327.116-00.294 ALMA14 15 50 58.86 -54 30 27.58 2.27 1.25  0.70  1.91 
476 G327.116-00.294 ALMA15 15 50 58.26 -54 30 26.78 0.98 0.74  0.60  0.50 
477 G327.116-00.294 ALMA16 15 50 57.34 -54 30 25.98 1.24 0.85  0.58  0.71 
478 G327.116-00.294 ALMA17 15 51 00.56 -54 30 42.98 1.20 1.04  0.51  0.65 
479 G327.116-00.294 ALMA18 15 50 57.29 -54 30 40.98 0.91 0.71  0.50  0.36 
480 G327.116-00.294 ALMA19 15 50 57.02 -54 30 23.78 1.73 0.99  0.48  0.65 
481 G327.116-00.294 ALMA20 15 50 58.67 -54 30 28.58 1.28 0.64  0.43  0.35 
482 G327.116-00.294 ALMA21 15 50 56.88 -54 30 33.78 2.33 0.61  0.43  0.53 
483 G331.372-00.116 ALMA1  16 11 33.30 -51 35 23.12 2.56 1.78  2.10  7.90 
484 G331.372-00.116 ALMA2  16 11 33.28 -51 34 50.52 1.36 0.96  1.93  2.09 
485 G331.372-00.116 ALMA3  16 11 32.92 -51 35 33.52 1.07 0.68  1.41  1.01 
486 G331.372-00.116 ALMA4  16 11 34.08 -51 34 59.52 2.74 2.56  1.19  5.38 
487 G331.372-00.116 ALMA5  16 11 34.01 -51 34 46.92 1.78 1.08  1.08  2.03 
488 G331.372-00.116 ALMA6  16 11 33.63 -51 34 49.92 1.91 0.98  0.98  1.78 
489 G331.372-00.116 ALMA7  16 11 36.33 -51 35 17.32 2.00 1.12  0.99  1.75 
490 G331.372-00.116 ALMA8  16 11 36.33 -51 35 25.72 2.23 1.27  0.95  1.93 
491 G331.372-00.116 ALMA9  16 11 33.41 -51 35 20.32 0.79 0.51  0.80  0.40 
492 G331.372-00.116 ALMA10 16 11 33.26 -51 35 15.92 1.24 0.76  0.77  0.82 
493 G331.372-00.116 ALMA11 16 11 33.41 -51 35 14.72 1.52 0.60  0.76  0.79 
494 G331.372-00.116 ALMA12 16 11 33.99 -51 35 03.32 3.10 2.13  0.75  3.64 
495 G331.372-00.116 ALMA13 16 11 32.75 -51 35 32.52 1.84 0.81  0.77  1.07 
496 G331.372-00.116 ALMA14 16 11 34.87 -51 34 48.92 2.95 0.94  0.74  1.38 
497 G331.372-00.116 ALMA15 16 11 35.66 -51 35 17.52 1.78 1.08  0.67  1.07 
498 G331.372-00.116 ALMA16 16 11 33.48 -51 35 10.52 1.41 0.90  0.67  0.95 
499 G331.372-00.116 ALMA17 16 11 33.63 -51 34 46.92 1.21 0.71  0.65  0.56 
500 G331.372-00.116 ALMA18 16 11 33.00 -51 35 18.32 1.03 0.61  0.63  0.50 
501 G331.372-00.116 ALMA19 16 11 33.67 -51 35 10.72 0.70 0.61  0.63  0.32 
502 G331.372-00.116 ALMA20 16 11 34.68 -51 35 16.92 1.69 0.96  0.60  0.95 
503 G331.372-00.116 ALMA21 16 11 33.18 -51 35 09.32 1.37 0.73  0.59  0.57 
504 G331.372-00.116 ALMA22 16 11 34.48 -51 34 53.72 2.53 0.81  0.59  1.18 
505 G331.372-00.116 ALMA23 16 11 34.01 -51 34 52.12 1.16 0.83  0.55  0.63 
506 G331.372-00.116 ALMA24 16 11 34.44 -51 34 56.92 2.03 0.93  0.56  0.94 
507 G331.372-00.116 ALMA25 16 11 35.32 -51 35 23.12 1.40 0.96  0.54  0.68 
508 G331.372-00.116 ALMA26 16 11 34.06 -51 35 09.72 1.78 0.74  0.55  0.63 
509 G331.372-00.116 ALMA27 16 11 32.75 -51 35 21.32 1.92 0.47  0.56  0.52 
510 G331.372-00.116 ALMA28 16 11 32.96 -51 35 26.92 1.64 1.19  0.53  1.03 
511 G331.372-00.116 ALMA29 16 11 34.36 -51 34 47.52 1.48 0.78  0.54  0.74 
512 G331.372-00.116 ALMA30 16 11 33.84 -51 35 10.52 0.87 0.59  0.54  0.35 
513 G331.372-00.116 ALMA31 16 11 32.62 -51 35 29.72 2.34 0.85  0.56  0.70 
514 G331.372-00.116 ALMA32 16 11 34.08 -51 34 55.32 1.35 1.12  0.53  0.76 
515 G331.372-00.116 ALMA33 16 11 35.21 -51 35 15.52 1.95 1.02  0.53  1.08 
516 G331.372-00.116 ALMA34 16 11 31.95 -51 35 09.92 2.31 1.32  0.54  1.17 
517 G331.372-00.116 ALMA35 16 11 33.86 -51 34 53.92 1.71 0.74  0.51  0.68 
518 G331.372-00.116 ALMA36 16 11 32.92 -51 34 49.92 1.27 0.56  0.50  0.37 
519 G331.372-00.116 ALMA37 16 11 33.11 -51 34 47.12 2.06 1.09  0.47  0.62 
520 G331.372-00.116 ALMA38 16 11 32.94 -51 35 01.12 1.80 0.73  0.37  0.48 
521 G331.372-00.116 ALMA39 16 11 34.53 -51 35 05.92 1.87 0.93  0.35  0.53 
522 G332.969-00.029 ALMA1  16 18 34.43 -50 24 56.45 2.84 1.57  1.60  5.00 
523 G332.969-00.029 ALMA2  16 18 30.43 -50 25 23.26 1.20 0.80  0.95  0.78 
524 G332.969-00.029 ALMA3  16 18 30.79 -50 25 20.66 3.36 1.39  0.93  3.02 
525 G332.969-00.029 ALMA4  16 18 32.09 -50 24 50.46 1.48 0.99  0.84  1.38 
526 G332.969-00.029 ALMA5  16 18 30.92 -50 25 15.06 1.74 1.61  0.74  1.79 
527 G332.969-00.029 ALMA6  16 18 31.00 -50 25 10.06 2.02 1.46  0.67  1.64 
528 G332.969-00.029 ALMA7  16 18 32.19 -50 24 48.26 1.05 0.68  0.63  0.54 
529 G332.969-00.029 ALMA8  16 18 31.88 -50 24 49.86 1.20 0.83  0.59  0.58 
530 G332.969-00.029 ALMA9  16 18 34.39 -50 24 58.65 2.07 0.99  0.55  0.97 
531 G332.969-00.029 ALMA10 16 18 31.50 -50 25 04.26 0.79 0.69  0.52  0.34 
532 G332.969-00.029 ALMA11 16 18 31.65 -50 25 08.06 1.93 0.97  0.52  0.77 
533 G332.969-00.029 ALMA12 16 18 32.23 -50 25 02.46 1.09 1.00  0.51  0.57 
534 G332.969-00.029 ALMA13 16 18 30.12 -50 25 16.46 1.36 0.64  0.50  0.48 
535 G332.969-00.029 ALMA14 16 18 31.44 -50 25 09.26 1.27 0.51  0.47  0.32 
536 G332.969-00.029 ALMA15 16 18 30.12 -50 25 14.06 1.20 0.85  0.46  0.45 
537 G332.969-00.029 ALMA16 16 18 31.86 -50 24 54.66 1.31 0.76  0.45  0.45 
538 G332.969-00.029 ALMA17 16 18 30.73 -50 25 03.26 1.50 0.67  0.44  0.41 
539 G332.969-00.029 ALMA18 16 18 31.90 -50 25 03.86 1.98 0.62  0.43  0.47 
540 G332.969-00.029 ALMA19 16 18 30.54 -50 25 11.26 1.41 0.67  0.42  0.41 
541 G332.969-00.029 ALMA20 16 18 30.73 -50 25 05.46 1.75 1.11  0.37  0.66 
542 G333.016-00.751 ALMA1  16 21 56.11 -50 53 41.68 3.32 1.73  1.28  5.22 
543 G333.016-00.751 ALMA2  16 21 56.60 -50 53 41.68 1.24 0.72  1.04  1.04 
544 G333.016-00.751 ALMA3  16 21 56.79 -50 53 42.08 1.12 0.51  1.01  0.64 
545 G333.016-00.751 ALMA4  16 21 56.15 -50 53 39.48 1.83 0.75  1.00  1.47 
546 G333.016-00.751 ALMA5  16 21 56.55 -50 53 46.08 1.63 1.12  0.99  1.59 
547 G333.016-00.751 ALMA6  16 21 56.26 -50 53 45.08 1.24 0.63  0.92  0.79 
548 G333.016-00.751 ALMA7  16 21 55.79 -50 54 14.28 1.54 0.84  0.91  1.01 
549 G333.016-00.751 ALMA8  16 21 55.29 -50 53 43.08 3.49 0.98  0.82  2.58 
550 G333.016-00.751 ALMA9  16 21 55.60 -50 53 44.68 0.81 0.50  0.80  0.38 
551 G333.016-00.751 ALMA10 16 21 55.84 -50 53 53.48 1.94 1.68  0.77  2.09 
552 G333.016-00.751 ALMA11 16 21 57.99 -50 53 20.08 1.58 1.16  0.71  1.13 
553 G333.016-00.751 ALMA12 16 21 57.51 -50 53 47.28 2.87 0.92  0.70  1.11 
554 G333.016-00.751 ALMA13 16 21 55.45 -50 54 11.88 1.16 0.80  0.63  0.57 
555 G333.016-00.751 ALMA14 16 21 57.93 -50 53 43.48 1.12 0.61  0.55  0.39 
556 G333.016-00.751 ALMA15 16 21 55.77 -50 53 36.28 1.08 0.73  0.55  0.42 
557 G333.016-00.751 ALMA16 16 21 57.00 -50 53 48.88 1.56 0.65  0.52  0.60 
558 G333.016-00.751 ALMA17 16 21 57.80 -50 53 45.88 1.30 0.52  0.52  0.35 
559 G333.016-00.751 ALMA18 16 21 56.17 -50 53 50.68 1.67 0.82  0.51  0.57 
560 G333.016-00.751 ALMA19 16 21 57.80 -50 53 40.28 1.58 0.89  0.45  0.52 
561 G333.016-00.751 ALMA20 16 21 56.09 -50 53 53.88 1.40 0.83  0.45  0.51 
562 G333.016-00.751 ALMA21 16 21 55.86 -50 53 56.68 4.06 0.82  0.43  0.87 
563 G333.016-00.751 ALMA22 16 21 57.17 -50 53 36.08 1.98 0.87  0.42  0.64 
564 G333.016-00.751 ALMA23 16 21 56.77 -50 53 36.68 2.13 1.07  0.42  0.81 
565 G333.016-00.751 ALMA24 16 21 55.56 -50 53 59.28 1.73 0.94  0.41  0.57 
566 G333.016-00.751 ALMA25 16 21 54.84 -50 53 56.88 2.86 0.74  0.41  0.69 
567 G333.016-00.751 ALMA26 16 21 56.26 -50 53 59.68 1.48 0.78  0.38  0.35 
568 G333.016-00.751 ALMA27 16 21 57.34 -50 53 39.48 2.17 0.99  0.32  0.50 
569 G333.481-00.224 ALMA1  16 21 40.13 -50 11 52.48 2.48 1.63  9.95 20.73 
570 G333.481-00.224 ALMA2  16 21 39.63 -50 11 38.28 4.58 1.77  3.60 22.30 
571 G333.481-00.224 ALMA3  16 21 39.47 -50 11 23.08 3.08 2.05  3.31  7.96 
572 G333.481-00.224 ALMA4  16 21 39.57 -50 11 31.88 1.55 1.43  2.88  4.81 
573 G333.481-00.224 ALMA5  16 21 40.57 -50 11 47.68 1.09 0.74  2.60  2.17 
574 G333.481-00.224 ALMA6  16 21 39.40 -50 11 43.08 2.52 1.51  2.52  9.20 
575 G333.481-00.224 ALMA7  16 21 40.57 -50 11 51.28 1.95 0.86  2.07  3.73 
576 G333.481-00.224 ALMA8  16 21 39.15 -50 11 19.48 2.30 1.29  2.07  4.81 
577 G333.481-00.224 ALMA9  16 21 38.80 -50 11 47.68 1.70 0.97  1.43  2.43 
578 G333.481-00.224 ALMA10 16 21 39.28 -50 11 49.28 1.89 0.98  1.40  2.63 
579 G333.481-00.224 ALMA11 16 21 39.90 -50 11 48.68 1.21 0.77  1.35  1.46 
580 G333.481-00.224 ALMA12 16 21 38.69 -50 11 28.68 2.71 1.74  1.33  4.89 
581 G333.481-00.224 ALMA13 16 21 39.88 -50 11 45.88 1.54 0.63  1.11  0.86 
582 G333.481-00.224 ALMA14 16 21 40.07 -50 12 15.68 1.04 0.79  1.09  0.81 
583 G333.481-00.224 ALMA15 16 21 40.99 -50 11 44.48 1.72 0.61  0.97  0.93 
584 G333.481-00.224 ALMA16 16 21 39.78 -50 11 29.88 1.14 0.97  0.89  1.01 
585 G333.481-00.224 ALMA17 16 21 39.90 -50 11 56.48 1.60 0.90  0.88  1.19 
586 G333.481-00.224 ALMA18 16 21 38.51 -50 11 25.48 2.10 0.98  0.81  1.40 
587 G333.481-00.224 ALMA19 16 21 42.36 -50 11 48.48 1.89 0.66  0.75  0.77 
588 G333.481-00.224 ALMA20 16 21 39.11 -50 11 33.28 2.68 0.69  0.60  0.97 
589 G333.481-00.224 ALMA21 16 21 38.42 -50 11 22.28 2.54 1.06  0.58  1.33 
590 G333.481-00.224 ALMA22 16 21 41.67 -50 11 48.68 1.60 1.10  0.49  0.75 
591 G333.481-00.224 ALMA23 16 21 39.24 -50 11 53.08 2.30 1.69  0.48  1.01 
592 G333.481-00.224 ALMA24 16 21 40.92 -50 11 56.08 1.59 0.64  0.39  0.40 
593 G333.481-00.224 ALMA25 16 21 40.61 -50 11 57.88 1.53 1.42  0.34  0.40 
594 G333.524-00.269 ALMA1  16 22 05.41 -50 11 45.88 2.24 1.45 17.77 32.38 
595 G333.524-00.269 ALMA2  16 22 03.32 -50 11 37.28 1.73 1.54  8.91 21.13 
596 G333.524-00.269 ALMA3  16 22 03.47 -50 11 44.88 2.83 1.68  8.21 27.52 
597 G333.524-00.269 ALMA4  16 22 02.86 -50 11 51.48 1.97 1.23  7.91 11.12 
598 G333.524-00.269 ALMA5  16 22 03.41 -50 11 39.88 1.62 1.07  7.90 11.43 
599 G333.524-00.269 ALMA6  16 22 03.68 -50 11 53.08 2.69 2.01  6.29 22.63 
600 G333.524-00.269 ALMA7  16 22 04.22 -50 12 02.68 2.66 1.58  5.58 12.49 
601 G333.524-00.269 ALMA8  16 22 04.07 -50 11 45.48 2.43 1.85  4.85 16.82 
602 G333.524-00.269 ALMA9  16 22 03.74 -50 11 40.48 1.19 0.73  3.97  3.90 
603 G333.524-00.269 ALMA10 16 22 02.70 -50 11 43.88 2.47 1.47  3.67 10.97 
604 G333.524-00.269 ALMA11 16 22 04.05 -50 11 49.68 2.90 1.00  3.16  8.25 
605 G333.524-00.269 ALMA12 16 22 02.24 -50 11 42.68 1.68 0.83  3.04  4.39 
606 G333.524-00.269 ALMA13 16 22 05.55 -50 12 01.48 2.17 1.70  2.98  8.63 
607 G333.524-00.269 ALMA14 16 22 02.59 -50 11 47.48 1.32 1.00  2.97  3.48 
608 G333.524-00.269 ALMA15 16 22 04.57 -50 12 10.28 2.20 2.07  2.65 10.18 
609 G333.524-00.269 ALMA16 16 22 04.63 -50 12 07.88 1.08 0.67  2.26  1.86 
610 G333.524-00.269 ALMA17 16 22 04.93 -50 11 56.08 3.12 2.08  2.14 12.74 
611 G333.524-00.269 ALMA18 16 22 01.43 -50 11 32.48 3.25 1.63  2.10  7.40 
612 G333.524-00.269 ALMA19 16 22 04.53 -50 11 58.08 3.33 2.20  2.08 11.53 
613 G333.524-00.269 ALMA20 16 22 04.63 -50 11 44.68 1.91 1.69  2.04  4.56 
614 G333.524-00.269 ALMA21 16 22 04.51 -50 12 06.28 0.81 0.68  1.88  1.17 
615 G333.524-00.269 ALMA22 16 22 03.20 -50 11 55.48 1.68 0.63  1.87  2.16 
616 G333.524-00.269 ALMA23 16 22 04.70 -50 11 50.08 3.37 1.17  1.78  4.27 
617 G333.524-00.269 ALMA24 16 22 03.32 -50 12 06.28 4.46 2.11  1.55 10.27 
618 G333.524-00.269 ALMA25 16 22 04.28 -50 11 40.28 1.97 1.08  1.54  3.11 
619 G333.524-00.269 ALMA26 16 22 05.82 -50 11 50.48 1.34 0.80  1.33  1.32 
620 G333.524-00.269 ALMA27 16 22 05.24 -50 11 42.68 0.89 0.78  1.25  0.92 
621 G333.524-00.269 ALMA28 16 22 03.53 -50 12 00.08 3.73 0.99  1.25  3.53 
622 G333.524-00.269 ALMA29 16 22 05.05 -50 11 50.68 1.22 0.76  1.25  1.15 
623 G333.524-00.269 ALMA30 16 22 04.63 -50 11 53.48 1.56 0.59  1.14  1.12 
624 G333.524-00.269 ALMA31 16 22 01.76 -50 11 47.48 2.07 1.66  1.13  3.30 
625 G333.524-00.269 ALMA32 16 22 04.20 -50 11 33.28 2.96 1.43  1.03  3.15 
626 G333.524-00.269 ALMA33 16 22 03.86 -50 11 37.68 2.03 0.82  0.97  1.47 
627 G333.524-00.269 ALMA34 16 22 01.26 -50 11 44.28 2.29 0.80  0.94  1.34 
628 G333.524-00.269 ALMA35 16 22 01.36 -50 11 29.48 1.29 0.82  0.93  0.97 
629 G333.524-00.269 ALMA36 16 22 03.99 -50 12 12.88 1.30 0.91  0.90  1.10 
630 G333.524-00.269 ALMA37 16 22 03.11 -50 12 11.28 2.66 1.00  0.77  1.66 
631 G333.524-00.269 ALMA38 16 22 01.91 -50 11 50.88 1.82 0.84  0.75  1.06 
632 G337.342-00.119 ALMA1  16 37 21.27 -47 19 24.95 2.64 1.29  0.93  3.32 
633 G337.342-00.119 ALMA2  16 37 21.55 -47 19 21.95 1.35 0.76  0.71  0.80 
634 G337.342-00.119 ALMA3  16 37 20.11 -47 19 16.75 5.23 1.26  0.67  2.75 
635 G337.342-00.119 ALMA4  16 37 18.71 -47 19 17.15 2.27 0.73  0.66  0.86 
636 G337.342-00.119 ALMA5  16 37 19.36 -47 19 16.15 1.75 0.76  0.50  0.56 
637 G337.342-00.119 ALMA6  16 37 19.83 -47 19 21.55 2.64 1.88  0.49  1.69 
638 G337.342-00.119 ALMA7  16 37 20.66 -47 19 17.75 1.89 0.74  0.44  0.68 
639 G337.342-00.119 ALMA8  16 37 19.36 -47 19 17.95 1.81 0.51  0.44  0.45 
640 G337.342-00.119 ALMA9  16 37 20.44 -47 19 27.75 2.50 1.50  0.37  0.95 
641 G337.342-00.119 ALMA10 16 37 21.59 -47 19 14.35 3.21 1.16  0.36  1.01 
642 G337.342-00.119 ALMA11 16 37 20.03 -47 19 36.35 2.76 1.92  0.34  0.76 
643 G337.342-00.119 ALMA12 16 37 21.23 -47 19 12.55 1.88 1.25  0.33  0.62 
644 G337.342-00.119 ALMA13 16 37 20.72 -47 19 31.75 1.56 0.78  0.31  0.36 
645 G337.342-00.119 ALMA14 16 37 20.33 -47 19 36.15 1.88 0.64  0.29  0.30 
646 G337.342-00.119 ALMA15 16 37 20.96 -47 19 32.35 2.20 0.79  0.29  0.43 
647 G337.342-00.119 ALMA16 16 37 20.86 -47 19 28.15 2.14 0.54  0.29  0.29 
648 G337.541-00.082 ALMA1  16 37 58.45 -47 08 58.12 1.84 1.44 10.75 19.56 
649 G337.541-00.082 ALMA2  16 37 58.49 -47 09 01.92 1.99 1.43  2.68  7.79 
650 G337.541-00.082 ALMA3  16 37 57.82 -47 08 44.32 2.43 1.51  2.36  7.97 
651 G337.541-00.082 ALMA4  16 37 57.82 -47 09 06.52 1.85 0.97  1.16  2.28 
652 G337.541-00.082 ALMA5  16 37 58.51 -47 09 22.92 1.12 0.84  1.08  1.13 
653 G337.541-00.082 ALMA6  16 37 57.53 -47 09 16.72 3.14 2.05  1.08  4.83 
654 G337.541-00.082 ALMA7  16 37 58.35 -47 09 10.92 2.07 0.97  1.00  1.62 
655 G337.541-00.082 ALMA8  16 37 57.78 -47 09 11.52 2.13 0.93  0.98  2.04 
656 G337.541-00.082 ALMA9  16 37 58.24 -47 08 41.72 2.53 1.69  0.92  3.82 
657 G337.541-00.082 ALMA10 16 37 58.63 -47 09 21.12 0.92 0.65  0.86  0.62 
658 G337.541-00.082 ALMA11 16 37 58.02 -47 09 16.32 1.77 1.25  0.78  1.47 
659 G337.541-00.082 ALMA12 16 37 57.84 -47 09 13.52 1.28 0.70  0.72  0.68 
660 G337.541-00.082 ALMA13 16 37 58.51 -47 09 19.72 0.75 0.53  0.68  0.32 
661 G337.541-00.082 ALMA14 16 38 00.63 -47 09 14.12 2.09 1.18  0.61  1.13 
662 G337.541-00.082 ALMA15 16 37 58.10 -47 08 53.52 1.47 0.89  0.62  0.80 
663 G337.541-00.082 ALMA16 16 37 58.10 -47 09 19.12 0.73 0.56  0.59  0.29 
664 G337.541-00.082 ALMA17 16 37 59.18 -47 09 03.72 3.70 2.40  0.53  2.60 
665 G337.541-00.082 ALMA18 16 37 58.92 -47 09 03.12 1.36 0.71  0.40  0.42 
666 G337.541-00.082 ALMA19 16 37 59.78 -47 09 03.72 1.60 0.85  0.38  0.41 
667 G340.179-00.242 ALMA1  16 48 42.31 -45 15 40.28 1.82 0.94  1.33  1.77 
668 G340.179-00.242 ALMA2  16 48 38.28 -45 16 04.68 2.96 1.15  1.12  2.26 
669 G340.179-00.242 ALMA3  16 48 42.28 -45 16 03.68 2.93 1.61  0.73  1.80 
670 G340.179-00.242 ALMA4  16 48 38.89 -45 16 01.28 3.42 2.67  0.73  4.38 
671 G340.179-00.242 ALMA5  16 48 38.62 -45 16 11.88 1.46 0.75  0.66  0.66 
672 G340.179-00.242 ALMA6  16 48 39.53 -45 15 49.28 2.63 1.38  0.60  1.61 
673 G340.179-00.242 ALMA7  16 48 40.55 -45 15 48.08 2.93 1.41  0.60  1.50 
674 G340.179-00.242 ALMA8  16 48 41.41 -45 15 54.28 5.30 1.53  0.55  2.61 
675 G340.179-00.242 ALMA9  16 48 42.35 -45 16 00.28 1.85 1.48  0.56  1.27 
676 G340.179-00.242 ALMA10 16 48 39.28 -45 16 00.48 2.33 1.25  0.54  1.03 
677 G340.179-00.242 ALMA11 16 48 41.95 -45 15 59.28 2.01 1.20  0.54  1.12 
678 G340.179-00.242 ALMA12 16 48 41.71 -45 15 59.88 1.21 0.88  0.43  0.44 
679 G340.179-00.242 ALMA13 16 48 39.93 -45 16 14.08 4.07 1.52  0.42  1.44 
680 G340.179-00.242 ALMA14 16 48 41.92 -45 16 06.88 2.89 0.89  0.41  0.84 
681 G340.179-00.242 ALMA15 16 48 41.56 -45 16 09.68 1.57 1.00  0.38  0.36 
682 G340.179-00.242 ALMA16 16 48 40.82 -45 16 03.28 2.01 1.33  0.36  0.60 
683 G340.222-00.167 ALMA1  16 48 33.62 -45 11 10.18 3.36 1.48  2.66  7.39 
684 G340.222-00.167 ALMA2  16 48 30.69 -45 11 07.39 5.11 2.52  2.37 16.19 
685 G340.222-00.167 ALMA3  16 48 32.54 -45 11 29.39 3.55 2.76  1.86  7.53 
686 G340.222-00.167 ALMA4  16 48 33.30 -45 11 17.39 2.55 1.38  1.38  4.12 
687 G340.222-00.167 ALMA5  16 48 32.03 -45 11 12.19 1.40 1.28  1.18  1.80 
688 G340.222-00.167 ALMA6  16 48 31.84 -45 11 20.99 6.21 1.36  0.99  5.45 
689 G340.222-00.167 ALMA7  16 48 29.55 -45 10 53.19 1.33 1.16  0.94  1.25 
690 G340.222-00.167 ALMA8  16 48 32.17 -45 11 08.59 2.03 1.07  0.90  1.85 
691 G340.222-00.167 ALMA9  16 48 31.99 -45 11 03.79 2.57 1.57  0.89  2.80 
692 G340.222-00.167 ALMA10 16 48 31.29 -45 11 05.99 0.85 0.76  0.85  0.57 
693 G340.222-00.167 ALMA11 16 48 31.77 -45 11 09.79 2.66 1.37  0.84  2.60 
694 G340.222-00.167 ALMA12 16 48 30.88 -45 11 02.39 2.67 1.02  0.78  1.99 
695 G340.222-00.167 ALMA13 16 48 31.26 -45 10 51.39 5.18 2.34  0.84  4.65 
696 G340.222-00.167 ALMA14 16 48 32.41 -45 11 22.19 2.99 1.70  0.74  1.97 
697 G340.222-00.167 ALMA15 16 48 32.98 -45 11 22.59 3.12 1.10  0.77  1.56 
698 G340.222-00.167 ALMA16 16 48 28.93 -45 11 10.79 1.63 1.04  0.76  1.05 
699 G340.222-00.167 ALMA17 16 48 29.61 -45 11 12.19 2.17 1.30  0.71  1.37 
700 G340.222-00.167 ALMA18 16 48 30.20 -45 11 21.39 3.63 1.89  0.69  3.32 
701 G340.222-00.167 ALMA19 16 48 31.03 -45 10 54.99 3.36 0.82  0.56  1.30 
702 G340.222-00.167 ALMA20 16 48 30.63 -45 10 56.59 2.05 1.50  0.55  1.08 
703 G340.222-00.167 ALMA21 16 48 30.80 -45 11 20.39 3.20 2.40  0.55  1.62 
704 G340.232-00.146 ALMA1  16 48 27.52 -45 09 42.08 6.34 3.80  3.55 52.75 
705 G340.232-00.146 ALMA2  16 48 28.16 -45 10 05.68 3.11 2.29  3.66 12.58 
